CLASS,LABEL,ERROR,LATENT_DISTANCE,EMBEDDING_DISTANCE,TYPE_DATASET
Kicking,6,171.72858,7.372123,21.397495,TRAIN
Swing-SideAngle,1,289.91544,3.678579,18.457014,TRAIN
Kicking,6,140.38266,11.32391,23.436388,TRAIN
Run-Side,0,235.27803,7.2709417,26.239029,TRAIN
Swing-SideAngle,1,165.2299,6.03843,17.743301,TRAIN
Riding-Horse,3,180.48837,7.460373,20.621828,TRAIN
Diving-Side,5,187.38725,6.3762226,18.677332,TRAIN
Swing-SideAngle,1,209.39078,3.4861927,16.59183,TRAIN
Swing-SideAngle,1,237.20847,3.0670595,17.19758,TRAIN
Diving-Side,5,209.32153,6.9854226,18.873413,TRAIN
Run-Side,0,267.0213,5.08039,19.994528,TRAIN
Swing-Bench,2,70.969154,7.634241,16.014883,TRAIN
Golf-Swing,4,188.5083,8.8722,19.316044,TRAIN
Golf-Swing,4,330.4582,4.5344744,19.900492,TRAIN
Swing-Bench,2,119.5271,5.5698605,16.314844,TRAIN
Swing-SideAngle,1,213.93616,4.220858,17.668406,TRAIN
Swing-SideAngle,1,268.346,5.131753,19.133308,TRAIN
Golf-Swing,4,246.22827,4.3860316,17.469824,TRAIN
Swing-Bench,2,243.03711,6.352984,19.60528,TRAIN
Swing-Bench,2,168.98334,4.967064,18.219765,TRAIN
Kicking,6,214.94661,5.9071245,19.591063,TRAIN
Riding-Horse,3,288.76328,7.021864,22.369291,TRAIN
Golf-Swing,4,291.65933,4.0746007,18.44439,TRAIN
Golf-Swing,4,151.2793,9.855536,21.937397,TRAIN
Kicking,6,179.2265,8.28078,20.867023,TRAIN
Riding-Horse,3,196.0018,6.603264,18.004099,TRAIN
Diving-Side,5,394.31952,3.7291555,20.768618,TRAIN
Riding-Horse,3,241.23541,5.888327,20.235085,TRAIN
Golf-Swing,4,268.60065,5.0566926,18.392778,TRAIN
Kicking,6,328.7973,7.1230965,25.251833,TRAIN
Riding-Horse,3,156.21463,8.012969,18.372313,TRAIN
Swing-SideAngle,1,379.75714,4.9645724,22.492073,TRAIN
Swing-SideAngle,1,350.32037,2.8475952,19.06013,TRAIN
Kicking,6,290.9188,7.7448077,24.67142,TRAIN
Golf-Swing,4,176.37749,7.2879415,16.72445,TRAIN
Swing-Bench,2,111.86651,5.4848084,17.039358,TRAIN
Swing-SideAngle,1,163.17162,4.162427,16.122278,TRAIN
Golf-Swing,4,517.30286,6.2716975,30.057762,TRAIN
Kicking,6,329.3562,6.610072,22.42672,TRAIN
Golf-Swing,4,278.5582,7.6203203,22.917797,TRAIN
Diving-Side,5,80.59127,5.522798,13.16389,TRAIN
Diving-Side,5,98.995316,6.264613,14.722175,TRAIN
Swing-SideAngle,1,203.13028,3.8391972,17.88506,TRAIN
Swing-Bench,2,212.04861,5.507266,17.566978,TRAIN
Swing-Bench,2,153.73836,4.7535057,15.56042,TRAIN
Riding-Horse,3,199.80536,8.403401,19.401596,TRAIN
Riding-Horse,3,129.30794,5.722623,16.082485,TRAIN
Golf-Swing,4,295.10547,4.140984,19.14371,TRAIN
Kicking,6,298.24908,8.316292,23.059385,TRAIN
Swing-Bench,2,84.301025,7.4727416,15.859925,TRAIN
Run-Side,0,258.3059,5.677675,20.269829,TRAIN
Diving-Side,5,179.53609,3.595292,14.908549,TRAIN
Golf-Swing,4,233.61417,4.3608823,16.945044,TRAIN
Diving-Side,5,289.96124,10.687968,28.290121,TRAIN
Swing-Bench,2,264.83438,7.401418,22.139511,TRAIN
Diving-Side,5,210.42862,4.7964983,17.304207,TRAIN
Kicking,6,251.3079,7.502608,22.493746,TRAIN
Run-Side,0,201.737,9.611818,25.975183,TRAIN
Swing-Bench,2,156.87964,4.9493923,18.119743,TRAIN
Kicking,6,287.02612,4.8876786,21.69191,TRAIN
Golf-Swing,4,348.1263,5.467828,20.818832,TRAIN
Riding-Horse,3,190.5019,7.3727107,20.167572,TRAIN
Swing-SideAngle,1,168.44962,5.3958044,17.518688,TRAIN
Diving-Side,5,187.97156,7.649537,19.121906,TRAIN
Diving-Side,5,192.78302,8.166537,21.073235,TRAIN
Kicking,6,381.8361,7.3923955,25.497606,TRAIN
Kicking,6,179.23529,8.484527,22.151134,TRAIN
Kicking,6,165.30824,11.439506,24.793509,TRAIN
Riding-Horse,3,273.1192,7.4662557,23.956865,TRAIN
Run-Side,0,328.97,7.3800755,27.955517,TRAIN
Swing-SideAngle,1,302.16046,4.1676154,18.366055,TRAIN
Swing-Bench,2,234.4346,7.1495204,19.489145,TRAIN
Golf-Swing,4,247.62076,3.9428272,17.361296,TRAIN
Golf-Swing,4,209.65396,5.7130065,16.361862,TRAIN
Diving-Side,5,186.19878,5.0268583,17.257442,TRAIN
Run-Side,0,360.46805,6.8643956,25.09079,TRAIN
Kicking,6,160.67047,9.8283205,22.35279,TRAIN
Swing-SideAngle,1,213.04234,4.6465964,18.686483,TRAIN
Riding-Horse,3,144.7379,7.816342,20.815786,TRAIN
Run-Side,0,226.80241,6.720615,24.776949,TRAIN
Kicking,6,402.64236,9.12313,26.978882,TRAIN
Swing-SideAngle,1,178.56049,5.4838896,18.258947,TRAIN
Swing-SideAngle,1,191.80867,4.760634,16.785547,TRAIN
Run-Side,0,155.85704,6.8000636,18.875666,TRAIN
Kicking,6,494.65085,3.9501057,23.654268,TRAIN
Kicking,6,308.35388,9.537076,26.754915,TRAIN
Riding-Horse,3,180.60364,7.2676663,19.09262,TRAIN
Run-Side,0,147.3448,6.6735573,18.817537,TRAIN
Swing-Bench,2,161.56393,6.1606216,18.957317,TRAIN
Diving-Side,5,141.94727,3.6888902,13.337399,TRAIN
Kicking,6,348.4566,5.816198,22.567099,TRAIN
Golf-Swing,4,273.83905,2.5731535,17.520569,TRAIN
Golf-Swing,4,405.26257,4.2708,21.639326,TRAIN
Riding-Horse,3,211.81934,5.094825,17.282595,TRAIN
Golf-Swing,4,479.91116,4.880759,24.376207,TRAIN
Riding-Horse,3,143.24084,9.0951605,19.789934,TRAIN
Run-Side,0,265.1933,7.6133757,27.394596,TRAIN
Swing-SideAngle,1,343.79285,3.8251195,20.192211,TRAIN
Swing-SideAngle,1,139.12216,7.715553,18.043934,TRAIN
Run-Side,0,310.63275,6.2149444,25.360003,TRAIN
Riding-Horse,3,269.50433,3.7126641,18.941624,TRAIN
Swing-SideAngle,1,200.54437,5.5404162,19.025625,TRAIN
Swing-SideAngle,1,161.88411,5.637444,18.118261,TRAIN
Riding-Horse,3,289.37854,7.3091106,21.806973,TRAIN
Run-Side,0,196.53918,5.5652175,19.122372,TRAIN
Diving-Side,5,134.47789,4.7968516,14.288097,TRAIN
Swing-SideAngle,1,218.97578,5.9560456,18.35088,TRAIN
Diving-Side,5,116.2374,6.1903715,14.619136,TRAIN
Diving-Side,5,180.73871,4.600835,16.320454,TRAIN
Riding-Horse,3,460.36932,5.554411,23.962105,TRAIN
Run-Side,0,234.58423,5.2588267,19.540089,TRAIN
Swing-SideAngle,1,136.91724,4.2039533,15.160765,TRAIN
Diving-Side,5,132.47246,5.2438984,14.279803,TRAIN
Swing-Bench,2,191.26595,6.9596553,17.523472,TRAIN
Riding-Horse,3,120.79505,8.252742,18.700928,TRAIN
Golf-Swing,4,337.19196,3.6453702,18.898172,TRAIN
Riding-Horse,3,361.1177,6.262784,24.523031,TRAIN
Swing-Bench,2,69.82032,7.369972,14.98646,TRAIN
Riding-Horse,3,212.56743,8.530807,23.353085,TRAIN
Run-Side,0,257.5863,7.7500296,26.563574,TRAIN
Run-Side,0,190.89758,6.8995533,19.018068,TRAIN
Golf-Swing,4,461.4227,5.159138,23.19658,TRAIN
Diving-Side,5,343.88455,6.037627,21.65148,TRAIN
Diving-Side,5,101.00894,6.2869782,13.649749,TRAIN
Swing-Bench,2,478.68768,4.821335,25.692574,TRAIN
Golf-Swing,4,354.12567,7.447269,24.173615,TRAIN
Swing-SideAngle,1,138.92313,4.847297,16.771013,TRAIN
Swing-Bench,2,131.31764,5.846172,15.35723,TRAIN
Riding-Horse,3,227.1745,3.9535913,17.41503,TRAIN
Kicking,6,135.09575,10.854769,23.92501,TRAIN
Run-Side,0,147.1399,7.056273,24.603638,TRAIN
Swing-SideAngle,1,248.49948,4.3522077,18.071142,TRAIN
Diving-Side,5,218.78534,10.8090315,24.836485,TRAIN
Diving-Side,5,224.15747,3.8002617,16.87669,TRAIN
Diving-Side,5,134.28194,6.21674,15.320118,TRAIN
Swing-Bench,2,305.49432,4.0479727,19.695053,TRAIN
Kicking,6,327.0231,7.003649,24.69346,TRAIN
Golf-Swing,4,265.82874,4.2335095,17.440632,TRAIN
Swing-SideAngle,1,138.17932,4.5624747,16.191467,TRAIN
Riding-Horse,3,278.58905,5.985077,20.491121,TRAIN
Swing-Bench,2,182.75726,7.6268992,19.569166,TRAIN
Riding-Horse,3,421.06256,6.687967,26.580774,TRAIN
Swing-Bench,2,170.38185,5.970778,16.901342,TRAIN
Golf-Swing,4,159.2986,6.0287967,16.649267,TRAIN
Swing-Bench,2,180.6335,6.6881337,18.168512,TRAIN
Kicking,6,266.32855,7.414912,24.58236,TRAIN
Golf-Swing,4,271.29266,7.884091,23.993294,TRAIN
Swing-Bench,2,285.98743,3.6675236,20.343424,TRAIN
Swing-Bench,2,265.1128,5.279208,21.19528,TRAIN
Swing-Bench,2,176.5014,7.0540485,18.798735,TRAIN
Diving-Side,5,237.35155,4.333733,18.672707,TRAIN
Diving-Side,5,195.3859,4.4200287,16.485258,TRAIN
Riding-Horse,3,128.1826,7.4224815,17.799297,TRAIN
Diving-Side,5,338.71072,4.3654675,19.130625,TRAIN
Kicking,6,235.64911,7.589571,23.68187,TRAIN
Swing-Bench,2,133.42494,6.7491364,16.959562,TRAIN
Diving-Side,5,204.54297,3.375766,15.757215,TRAIN
Run-Side,0,182.63507,8.80544,26.02415,TRAIN
Swing-SideAngle,1,172.53752,5.7822847,17.279573,TRAIN
Golf-Swing,4,493.23495,5.801306,24.63603,TRAIN
Golf-Swing,4,184.54253,4.6671596,15.306162,TRAIN
Run-Side,0,334.6372,6.5944347,25.299889,TRAIN
Diving-Side,5,213.92249,3.5959692,15.993411,TRAIN
Swing-Bench,2,137.59021,8.360102,19.22044,TRAIN
Diving-Side,5,228.57156,4.070917,16.653782,TRAIN
Swing-SideAngle,1,208.25607,5.2192116,17.171864,TRAIN
Swing-SideAngle,1,290.25153,3.4209828,19.14464,TRAIN
Riding-Horse,3,164.60522,7.92622,21.181484,TRAIN
Swing-SideAngle,1,225.01814,4.9802155,18.763906,TRAIN
Swing-Bench,2,327.02838,8.223872,24.310743,TRAIN
Kicking,6,252.64716,7.4897723,21.654718,TRAIN
Riding-Horse,3,255.96848,6.8553815,19.181787,TRAIN
Riding-Horse,3,195.21925,8.528077,18.161163,TRAIN
Kicking,6,454.90335,4.7415905,26.690351,TRAIN
Golf-Swing,4,427.35165,3.212002,21.775557,TRAIN
Riding-Horse,3,276.4481,7.6232786,23.199322,TRAIN
Kicking,6,163.32932,9.179239,22.030605,TRAIN
Golf-Swing,4,242.87138,6.9698744,19.043262,TRAIN
Riding-Horse,3,169.2295,4.480649,17.432884,TRAIN
Kicking,6,206.6387,10.59727,24.970203,TRAIN
Diving-Side,5,115.35126,5.2506466,14.44402,TRAIN
Swing-SideAngle,1,250.37776,5.374079,18.218487,TRAIN
Riding-Horse,3,213.5265,5.4856944,17.881899,TRAIN
Swing-Bench,2,161.02162,7.780119,18.374685,TRAIN
Diving-Side,5,323.82825,9.862342,29.14608,TRAIN
Swing-Bench,2,118.512024,6.4777374,18.000854,TRAIN
Swing-SideAngle,1,139.13748,4.6199765,16.152054,TRAIN
Run-Side,0,449.30865,5.362966,25.948662,TRAIN
Riding-Horse,3,345.54767,6.2507486,23.309519,TRAIN
Golf-Swing,4,315.11884,3.9333968,19.019115,TRAIN
Riding-Horse,3,531.9937,5.6127806,25.55086,TRAIN
Diving-Side,5,396.84192,5.4871936,22.378819,TRAIN
Swing-Bench,2,94.442474,7.4401608,17.09176,TRAIN
Run-Side,0,199.79594,5.8027387,19.547283,TRAIN
Swing-Bench,2,307.97208,5.8705435,19.693562,TRAIN
Diving-Side,5,273.36954,9.592644,24.489124,TRAIN
Run-Side,0,213.75145,7.8853974,25.928694,TRAIN
Run-Side,0,203.72719,6.2113857,19.854916,TRAIN
Run-Side,0,214.37634,4.4790206,18.5466,TRAIN
Kicking,6,219.505,6.602883,20.047735,TRAIN
Golf-Swing,4,182.52011,5.99945,17.382324,TRAIN
Swing-Bench,2,119.23368,6.9023275,17.677376,TRAIN
Swing-Bench,2,155.92557,6.5845075,17.135113,TRAIN
Golf-Swing,4,189.7845,4.1274586,15.833672,TRAIN
Swing-SideAngle,1,220.41824,4.278172,17.992937,TRAIN
Kicking,6,130.14111,10.26286,20.975605,TRAIN
Swing-SideAngle,1,295.54596,3.4770772,18.394241,TRAIN
Swing-Bench,2,337.85406,6.4451375,21.45988,TRAIN
Swing-SideAngle,1,354.21344,3.3727262,19.2786,TRAIN
Golf-Swing,4,270.4566,4.628533,18.546562,TRAIN
Riding-Horse,3,451.15408,6.2627716,24.65,TRAIN
Run-Side,0,235.74416,7.8471212,25.831211,TRAIN
Swing-SideAngle,1,139.61421,7.183237,17.39351,TRAIN
Swing-Bench,2,117.54379,4.9388847,15.252557,TRAIN
Golf-Swing,4,334.2106,3.3944175,19.211868,TRAIN
Run-Side,0,219.716,9.071088,25.311357,TRAIN
Diving-Side,5,137.75256,5.654944,14.995213,TRAIN
Golf-Swing,4,160.3064,9.506952,18.939407,TRAIN
Kicking,6,148.48453,13.504509,25.140999,TRAIN
Run-Side,0,281.2646,6.366695,24.784029,TRAIN
Golf-Swing,4,241.56354,5.3872695,17.439117,TRAIN
Swing-Bench,2,171.93018,6.3729143,17.42157,TRAIN
Diving-Side,5,154.5694,4.400221,14.826058,TRAIN
Riding-Horse,3,282.28464,3.9605386,18.094934,TRAIN
Diving-Side,5,219.1218,3.2304301,16.367159,TRAIN
Golf-Swing,4,283.09027,3.6177766,17.950788,TRAIN
Swing-Bench,2,185.06558,7.2781644,18.483591,TRAIN
Run-Side,0,370.34015,5.5375853,26.339233,TRAIN
Golf-Swing,4,188.67093,5.410802,17.489012,TRAIN
Swing-SideAngle,1,180.2904,5.8480463,17.141497,TRAIN
Swing-Bench,2,179.57648,6.1852036,16.879173,TRAIN
Kicking,6,175.03564,8.212313,21.419287,TRAIN
Swing-SideAngle,1,99.75717,7.881077,17.169634,TRAIN
Diving-Side,5,216.48634,3.9713833,16.343626,TRAIN
Diving-Side,5,225.49191,7.25427,19.776684,TRAIN
Run-Side,0,266.8278,9.2656975,26.893103,TRAIN
Diving-Side,5,138.90793,4.006842,13.370713,TRAIN
Run-Side,0,208.43077,4.890191,19.255789,TRAIN
Run-Side,0,261.70282,4.4920278,19.98097,TRAIN
Riding-Horse,3,195.94879,6.752116,18.212086,TRAIN
Golf-Swing,4,332.4938,3.149331,18.93029,TRAIN
Diving-Side,5,287.03973,3.1530042,17.47008,TRAIN
Diving-Side,5,131.00447,7.026517,17.201166,TRAIN
Riding-Horse,3,108.359406,6.209242,16.645405,TRAIN
Kicking,6,291.5392,7.2016764,24.194555,TRAIN
Golf-Swing,4,383.72723,4.309198,22.143763,TRAIN
Kicking,6,143.36946,10.771828,23.839954,TRAIN
Diving-Side,5,194.61455,5.7997828,16.874342,TRAIN
Golf-Swing,4,213.48788,9.337821,20.174263,TRAIN
Riding-Horse,3,141.17522,5.8099804,17.598534,TRAIN
Swing-SideAngle,1,280.0251,2.8270657,18.42492,TRAIN
Run-Side,0,146.54149,8.219645,19.69758,TRAIN
Swing-SideAngle,1,184.26996,5.1339464,18.028088,TRAIN
Kicking,6,335.0434,6.141848,24.909296,TRAIN
Diving-Side,5,85.37404,5.8843026,14.024208,TRAIN
Kicking,6,330.08386,6.2621617,22.19376,TRAIN
Riding-Horse,3,192.11078,5.3730917,17.004856,TRAIN
Golf-Swing,4,160.71083,6.503196,16.689472,TRAIN
Run-Side,0,258.09985,4.046193,19.03436,TRAIN
Swing-SideAngle,1,142.02423,6.032803,16.379519,TRAIN
Swing-SideAngle,1,163.93532,4.419963,16.380438,TRAIN
Swing-Bench,2,207.42368,5.5439205,18.027437,TRAIN
Swing-SideAngle,1,271.58673,2.909412,17.5719,TRAIN
Swing-Bench,2,186.23471,6.8707504,18.749842,TRAIN
Diving-Side,5,134.18698,4.344019,13.922744,TRAIN
Swing-Bench,2,261.44403,5.2933316,19.54573,TRAIN
Golf-Swing,4,274.97247,2.4617412,17.926064,TRAIN
Kicking,6,341.96515,7.2213187,25.573837,TRAIN
Swing-SideAngle,1,169.4172,4.5962367,16.743341,TRAIN
Kicking,6,424.42477,8.193423,25.901796,TRAIN
Run-Side,0,277.057,4.235296,19.823143,TRAIN
Run-Side,0,169.94104,5.7585917,18.670357,TRAIN
Kicking,6,370.7284,6.336049,25.308279,TRAIN
Diving-Side,5,222.23615,11.927979,26.854809,TRAIN
Kicking,6,432.19107,5.568298,25.543688,TRAIN
Swing-Bench,2,231.38048,5.7539716,18.373148,TRAIN
Swing-Bench,2,136.672,7.080763,16.8864,TRAIN
Kicking,6,154.59802,6.419544,19.420553,TRAIN
Riding-Horse,3,170.05316,7.3743114,18.32229,TRAIN
Swing-SideAngle,1,216.11504,6.3833594,18.950907,TRAIN
Golf-Swing,4,288.8647,3.2901685,18.855534,TRAIN
Kicking,6,282.53687,7.094361,23.963882,TRAIN
Golf-Swing,4,238.19281,5.1057024,17.930376,TRAIN
Run-Side,0,310.83752,8.744385,26.538837,TRAIN
Kicking,6,269.94788,7.2073426,24.192339,TRAIN
Run-Side,0,494.6189,3.6953928,23.949184,TRAIN
Swing-Bench,2,181.09053,7.3719726,19.832123,TRAIN
Riding-Horse,3,162.89148,7.3419027,18.063074,TRAIN
Swing-SideAngle,1,441.64502,4.06777,22.46128,TRAIN
Run-Side,0,212.37683,3.1424317,18.192154,TRAIN
Kicking,6,235.09453,10.028249,23.211103,TRAIN
Diving-Side,5,226.45447,8.706803,23.020393,TRAIN
Swing-SideAngle,1,224.21674,4.9570336,19.529493,TRAIN
Swing-SideAngle,1,223.8891,4.0727253,18.49858,TRAIN
Diving-Side,5,136.85,5.8380327,15.517223,TRAIN
Kicking,6,571.9656,4.465063,25.507261,TRAIN
Swing-Bench,2,277.33197,5.9611826,20.833672,TRAIN
Run-Side,0,259.32562,9.644891,25.982952,TRAIN
Run-Side,0,152.32217,8.886255,26.0731,TRAIN
Swing-Bench,2,94.2607,8.321504,17.658201,TRAIN
Golf-Swing,4,335.45535,3.4871926,19.352665,TRAIN
Swing-SideAngle,1,227.1532,6.422602,19.66703,TRAIN
Swing-Bench,2,96.372406,7.449964,17.205177,TRAIN
Diving-Side,5,219.86676,3.149444,15.447237,TRAIN
Swing-Bench,2,110.723114,7.180863,15.62638,TRAIN
Swing-SideAngle,1,162.91919,5.925448,17.449162,TRAIN
Swing-SideAngle,1,236.22812,5.0811167,17.793673,TRAIN
Swing-SideAngle,1,100.17502,6.936118,16.55241,TRAIN
Diving-Side,5,433.8955,6.1139016,24.715662,TRAIN
Diving-Side,5,254.46437,5.979414,18.918798,TRAIN
Golf-Swing,4,168.52121,8.631092,19.403194,TRAIN
Riding-Horse,3,160.387,9.171051,20.417936,TRAIN
Swing-Bench,2,183.67856,6.003898,18.038536,TRAIN
Diving-Side,5,202.50885,4.681333,16.799046,TRAIN
Kicking,6,209.52315,10.693933,24.839958,TRAIN
Run-Side,0,272.68567,4.6888876,20.370903,TRAIN
Swing-SideAngle,1,261.10992,2.654572,16.853031,TRAIN
Run-Side,0,206.4716,7.5411353,25.175684,TRAIN
Diving-Side,5,214.17467,3.3458688,16.04814,TRAIN
Diving-Side,5,127.85189,2.6090717,12.459749,TRAIN
Riding-Horse,3,180.89752,8.92795,21.218567,TRAIN
Diving-Side,5,261.4529,7.333939,22.014734,TRAIN
Golf-Swing,4,489.14792,4.804079,24.858322,TRAIN
Swing-SideAngle,1,176.2284,3.8236706,16.480124,TRAIN
Diving-Side,5,185.34161,3.8602817,14.411503,TRAIN
Kicking,6,385.41705,6.4816422,25.215164,TRAIN
Riding-Horse,3,144.07571,7.6540794,18.082043,TRAIN
Run-Side,0,166.53702,5.6764708,18.572123,TRAIN
Swing-Bench,2,209.92343,4.3337026,17.9881,TRAIN
Golf-Swing,4,304.7481,8.061198,23.754793,TRAIN
Diving-Side,5,239.63513,7.3281374,21.15443,TRAIN
Run-Side,0,440.44025,4.849953,26.726858,TRAIN
Kicking,6,222.26936,8.763782,21.766388,TRAIN
Diving-Side,5,169.16263,4.1163464,15.302247,TRAIN
Swing-SideAngle,1,169.65024,4.52359,16.542767,TRAIN
Diving-Side,5,177.65585,2.3128395,14.0969305,TRAIN
Golf-Swing,4,301.4666,4.1627946,18.47962,TRAIN
Golf-Swing,4,260.33868,7.4689875,21.056107,TRAIN
Run-Side,0,147.96494,5.790697,18.410254,TRAIN
Swing-SideAngle,1,193.20259,4.121427,18.158909,TRAIN
Golf-Swing,4,174.21576,7.3670897,16.417469,TRAIN
Run-Side,0,248.913,4.124419,19.103645,TRAIN
Riding-Horse,3,154.89859,7.4662313,20.00284,TRAIN
Run-Side,0,353.23022,7.248863,27.143942,TRAIN
Riding-Horse,3,220.27919,3.291154,16.070366,TRAIN
Run-Side,0,131.14352,7.7253127,18.61368,TRAIN
Swing-SideAngle,1,158.6495,5.970926,16.922932,TRAIN
Golf-Swing,4,305.93222,4.2731905,19.165142,TRAIN
Kicking,6,65.970825,12.727472,24.43629,TRAIN
Run-Side,0,166.24474,11.329572,25.533035,TRAIN
Swing-Bench,2,174.11002,6.9578733,19.643263,TRAIN
Golf-Swing,4,328.1813,6.047754,21.10357,TRAIN
Diving-Side,5,111.50548,6.825154,14.934601,TRAIN
Golf-Swing,4,309.07602,5.1413765,20.170574,TRAIN
Diving-Side,5,190.32858,4.3145804,16.785898,TRAIN
Swing-Bench,2,148.10555,6.8875546,17.349188,TRAIN
Golf-Swing,4,246.96802,8.241086,22.13935,TRAIN
Kicking,6,435.63373,4.330172,23.975534,TRAIN
Golf-Swing,4,285.377,2.8333938,18.204351,TRAIN
Diving-Side,5,265.21234,4.438938,19.178364,TRAIN
Swing-Bench,2,207.86972,5.810141,18.203245,TRAIN
Riding-Horse,3,161.06519,8.769613,18.454922,TRAIN
Swing-SideAngle,1,103.06164,7.0196958,16.653456,TRAIN
Diving-Side,5,369.32794,5.9369545,25.19006,TRAIN
Diving-Side,5,267.29144,7.3627706,21.372137,TRAIN
Run-Side,0,129.47495,6.371283,18.684929,TRAIN
Run-Side,0,194.58313,7.6401696,24.855162,TRAIN
Swing-Bench,2,139.35739,6.087583,17.414402,TRAIN
Riding-Horse,3,182.8587,5.448919,16.089846,TRAIN
Swing-Bench,2,190.28523,6.5248814,19.104324,TRAIN
Swing-SideAngle,1,274.9073,3.4029238,18.426552,TRAIN
Swing-Bench,2,191.32501,6.392743,19.049128,TRAIN
Kicking,6,343.82977,5.757909,25.478184,TRAIN
Diving-Side,5,282.79514,3.6186895,18.671253,TRAIN
Riding-Horse,3,157.3919,5.8530407,17.628948,TRAIN
Run-Side,0,152.73935,5.9994206,18.04188,TRAIN
Run-Side,0,251.11987,3.195028,18.53819,TRAIN
Swing-SideAngle,1,215.09276,5.9838343,18.506828,TRAIN
Swing-Bench,2,496.2066,6.298683,27.800432,TRAIN
Run-Side,0,208.65193,8.57707,24.914562,TRAIN
Run-Side,0,208.07767,4.893363,19.439726,TRAIN
Swing-Bench,2,131.04733,6.398467,15.916593,TRAIN
Swing-SideAngle,1,411.2256,4.963287,24.19366,TRAIN
Golf-Swing,4,317.98846,5.542323,20.943861,TRAIN
Swing-Bench,2,230.34705,5.941117,20.344545,TRAIN
Golf-Swing,4,316.87943,3.7144809,18.828955,TRAIN
Swing-SideAngle,1,159.1021,4.626742,16.339441,TRAIN
Diving-Side,5,123.35477,4.5271935,13.61259,TRAIN
Riding-Horse,3,182.76424,6.672185,18.506367,TRAIN
Diving-Side,5,166.13512,5.430902,15.43342,TRAIN
Golf-Swing,4,501.26218,4.537789,23.385893,TRAIN
Swing-SideAngle,1,169.79927,4.2350035,16.669117,TRAIN
Swing-Bench,2,442.27103,5.0656714,25.126205,TRAIN
Riding-Horse,3,152.12997,5.0593944,16.16179,TRAIN
Riding-Horse,3,190.20474,7.333288,21.35899,TRAIN
Golf-Swing,4,207.92844,4.2272224,16.29014,TRAIN
Swing-Bench,2,237.78313,5.517742,20.475126,TRAIN
Swing-SideAngle,1,119.74518,5.7589316,17.29534,TRAIN
Swing-SideAngle,1,128.03943,7.496035,17.808218,TRAIN
Run-Side,0,248.50635,6.941426,25.504124,TRAIN
Swing-Bench,2,192.63947,7.497708,19.468643,TRAIN
Golf-Swing,4,298.9493,4.4139285,19.35155,TRAIN
Run-Side,0,278.42554,4.0247254,19.629736,TRAIN
Swing-Bench,2,127.0819,6.851058,16.025616,TRAIN
Swing-SideAngle,1,289.19556,3.1039553,18.57517,TRAIN
Riding-Horse,3,305.93137,4.013389,19.16792,TRAIN
Run-Side,0,280.32428,8.338139,27.389833,TRAIN
Run-Side,0,319.15607,6.338822,24.169882,TRAIN
Swing-Bench,2,241.3345,5.449305,19.227333,TRAIN
Swing-SideAngle,1,219.61493,6.743092,18.824568,TRAIN
Swing-Bench,2,124.96646,5.176949,17.135063,TRAIN
Swing-Bench,2,229.90637,5.7076774,18.199078,TRAIN
Riding-Horse,3,157.16629,6.660116,18.4595,TRAIN
Swing-SideAngle,1,252.12009,5.4575057,19.633415,TRAIN
Riding-Horse,3,186.23572,6.74897,19.271545,TRAIN
Kicking,6,171.53043,9.736801,22.281534,TRAIN
Golf-Swing,4,273.29507,3.3108397,16.95346,TRAIN
Diving-Side,5,248.46716,2.7858696,17.187,TRAIN
Diving-Side,5,121.55115,3.7717493,12.660913,TRAIN
Diving-Side,5,145.93274,5.684077,15.407992,TRAIN
Swing-SideAngle,1,385.16742,3.6131775,20.266733,TRAIN
Riding-Horse,3,110.81794,5.8990946,15.951594,TRAIN
Diving-Side,5,153.9113,4.4540467,14.577525,TRAIN
Golf-Swing,4,168.06952,6.4574,17.872429,TRAIN
Riding-Horse,3,216.53076,4.920843,18.539577,TRAIN
Riding-Horse,3,199.68137,9.286715,22.419296,TRAIN
Kicking,6,195.25963,7.248541,20.91607,TRAIN
Golf-Swing,4,283.51044,4.268645,18.644217,TRAIN
Riding-Horse,3,138.32085,5.8842916,17.202583,TRAIN
Swing-Bench,2,292.43707,6.6790924,20.910551,TRAIN
Swing-Bench,2,261.2556,5.2271905,19.47146,TRAIN
Swing-Bench,2,289.45197,7.2996273,22.490211,TRAIN
Kicking,6,268.17126,8.196382,22.582167,TRAIN
Riding-Horse,3,221.82442,3.5539513,17.458015,TRAIN
Riding-Horse,3,162.4113,7.524985,18.334663,TRAIN
Swing-SideAngle,1,221.14261,5.6481133,18.618395,TRAIN
Diving-Side,5,98.21142,4.414026,12.270684,TRAIN
Swing-SideAngle,1,307.56833,4.245464,18.785208,TRAIN
Riding-Horse,3,499.50995,5.1457047,24.861443,TRAIN
Swing-SideAngle,1,365.2052,4.506881,21.959595,TRAIN
Kicking,6,391.64975,6.631685,23.358332,TRAIN
Kicking,6,235.32243,8.107441,22.718822,TRAIN
Run-Side,0,344.4623,6.264823,25.228182,TRAIN
Kicking,6,291.71307,7.3829193,24.45009,TRAIN
Kicking,6,203.14992,8.008949,21.932247,TRAIN
Golf-Swing,4,292.1139,4.1516685,18.369038,TRAIN
Riding-Horse,3,188.59662,4.5300603,17.368559,TRAIN
Swing-Bench,2,291.72232,5.329435,22.06313,TRAIN
Golf-Swing,4,191.46768,6.1079273,17.205278,TRAIN
